latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.91891,-9.01379,300.95,0.58,0.7,2023-03-17,130,N,VIIRS,n,2,283.42,1.39,N,2
37.95144,-8.79873,297.31,0.63,0.54,2023-03-17,311,N,VIIRS,n,2,283.81,1.59,N,2
38.92086,-9.01142,310.05,0.58,0.52,2023-03-17,311,N,VIIRS,n,2,285.98,2.7,N,2
38.92156,-9.01083,309.78,0.58,0.52,2023-03-17,311,N,VIIRS,n,2,285.8,2.34,N,2
38.50188,-8.93551,301.5,0.53,0.42,2023-03-18,252,N,VIIRS,n,2,282.63,1.36,N,2
37.95835,-8.80216,296.19,0.39,0.36,2023-03-19,233,N,VIIRS,n,2,286,0.82,N,2
38.31987,-6.71717,309.45,0.43,0.38,2023-03-19,233,N,VIIRS,n,2,281.94,1.48,N,0
38.62791,-9.07875,310.39,0.39,0.36,2023-03-19,233,N,VIIRS,n,2,283.22,1.21,N,2
38.62978,-9.07593,302.48,0.39,0.36,2023-03-19,233,N,VIIRS,n,2,282.89,0.85,N,2
38.91962,-9.01285,308.51,0.39,0.36,2023-03-19,233,N,VIIRS,n,2,280.71,0.69,N,2
38.92291,-9.01198,301.46,0.39,0.36,2023-03-19,233,N,VIIRS,n,2,280.95,0.69,N,2
38.50154,-8.935,300.71,0.46,0.39,2023-03-20,214,N,VIIRS,n,2,284.67,1.01,N,2
38.63029,-9.07814,295.43,0.47,0.4,2023-03-20,214,N,VIIRS,n,2,284.65,0.39,N,2
38.92197,-9.01163,311.15,0.47,0.4,2023-03-20,214,N,VIIRS,n,2,286.39,1.7,N,2
37.13472,-8.10143,295.05,0.42,0.38,2023-03-20,215,N,VIIRS,n,2,284.96,0.52,N,0
38.722,-7.13638,345.73,0.41,0.37,2023-03-20,1336,N,VIIRS,n,2,302.07,3.79,D,0
38.93286,-7.06714,331.95,0.41,0.37,2023-03-20,1336,N,VIIRS,l,2,304.35,2.32,D,0
39.14681,-7.39634,330.36,0.41,0.37,2023-03-20,1336,N,VIIRS,n,2,293.49,3.08,D,0
41.02802,-7.45933,343.78,0.42,0.37,2023-03-20,1337,N,VIIRS,n,2,298.03,12.68,D,0
41.0301,-7.4577,348.48,0.42,0.37,2023-03-20,1337,N,VIIRS,n,2,298.26,31.52,D,0
41.03145,-7.4601,331.62,0.42,0.37,2023-03-20,1337,N,VIIRS,n,2,293.85,12.68,D,0
41.03206,-7.45534,326.61,0.42,0.37,2023-03-20,1337,N,VIIRS,n,2,291.8,12.68,D,0
41.19875,-8.19936,332.28,0.4,0.37,2023-03-20,1337,N,VIIRS,n,2,293.47,3.16,D,0
38.92028,-9.01477,295.68,0.53,0.5,2023-03-21,155,N,VIIRS,n,2,278.87,1.95,N,0
38.92266,-9.00929,298.57,0.6,0.71,2023-03-21,336,N,VIIRS,n,2,283.18,1.58,N,2
37.73566,-6.81747,335.08,0.41,0.37,2023-03-21,1317,N,VIIRS,n,2,301.71,3.15,D,0
37.81971,-7.92928,330.71,0.45,0.39,2023-03-21,1317,N,VIIRS,n,2,303.94,1.9,D,0
37.82322,-7.93031,332.08,0.45,0.39,2023-03-21,1317,N,VIIRS,n,2,304.22,1.9,D,0
38.07413,-7.4772,342.24,0.43,0.38,2023-03-21,1317,N,VIIRS,n,2,301.86,4.88,D,0
38.86673,-6.15558,334.81,0.39,0.36,2023-03-21,1317,N,VIIRS,n,2,304.29,4.44,D,0
39.62109,-7.44892,335.27,0.41,0.37,2023-03-21,1317,N,VIIRS,n,2,299.81,3.54,D,0
39.62365,-7.45462,342.97,0.41,0.37,2023-03-21,1317,N,VIIRS,n,2,300.45,3.54,D,0
39.65979,-7.00076,336.69,0.4,0.37,2023-03-21,1317,N,VIIRS,n,2,301.54,2.85,D,0
40.21361,-7.82471,331.05,0.42,0.37,2023-03-21,1318,N,VIIRS,n,2,292.38,3.61,D,0
40.21566,-7.82232,333.18,0.42,0.37,2023-03-21,1318,N,VIIRS,n,2,289.99,3.72,D,0
40.21774,-7.84155,329.88,0.42,0.37,2023-03-21,1318,N,VIIRS,n,2,296.3,9.8,D,0
40.22205,-7.81749,281.75,0.42,0.37,2023-03-21,1318,N,VIIRS,l,2,290.94,20.25,D,0
40.22295,-7.81246,339.22,0.42,0.37,2023-03-21,1318,N,VIIRS,n,2,294.22,20.25,D,0
42.23107,-6.22358,330.86,0.38,0.36,2023-03-21,1318,N,VIIRS,n,2,299.27,5.17,D,0
42.23435,-6.22451,331.88,0.38,0.36,2023-03-21,1318,N,VIIRS,n,2,292.05,5.17,D,0
